Energia,Ang_TD,Pos_ini(y),last_step
800.,1.3404128655316452,0.9756925906433075,2
800.,1.3404128655316452,0.976749434528381,2
800.,1.3613568165555772,0.9825180805870446,2
800.,1.3613568165555772,0.9833921765576923,2
800.,1.3613568165555772,0.9842662725283401,2
800.,1.382300767579509,0.9900808604080658,2
801.,1.3404128655316452,0.9756925906433075,2
801.,1.3404128655316452,0.976749434528381,2
801.,1.3404128655316452,0.9778062784134547,2
801.,1.3613568165555772,0.9833921765576923,2
801.,1.3613568165555772,0.9842662725283401,2
801.,1.3613568165555772,0.9851403684989879,2
801.,1.382300767579509,0.9907893703789181,2
802.,1.0890854532444616,0.9635851453539888,2
802.,1.3404128655316452,0.976749434528381,2
802.,1.3404128655316452,0.9778062784134547,2
802.,1.3404128655316452,0.9788631222985282,2
802.,1.3613568165555772,0.9842662725283401,2
802.,1.3613568165555772,0.9851403684989879,2
802.,1.3613568165555772,0.9860144644696356,2
802.,1.382300767579509,0.9914978803497706,2
803.,1.0890854532444616,0.9681370021847401,2
803.,1.319468914507713,0.9698398346834858,2
803.,1.3404128655316452,0.976749434528381,2
803.,1.3404128655316452,0.9778062784134547,2
803.,1.3404128655316452,0.9788631222985282,2
803.,1.3613568165555772,0.9842662725283401,2
803.,1.3613568165555772,0.9851403684989879,2
803.,1.3613568165555772,0.9860144644696356,2
804.,1.319468914507713,0.9698398346834858,2
804.,1.319468914507713,0.9710965082383406,2
804.,1.3404128655316452,0.9778062784134547,2
804.,1.3404128655316452,0.9788631222985282,2
804.,1.3404128655316452,0.9799199661836018,2
804.,1.3613568165555772,0.9851403684989879,2
804.,1.3613568165555772,0.9860144644696356,2
804.,1.3613568165555772,0.9868885604402834,2
805.,1.319468914507713,0.9698398346834858,2
805.,1.319468914507713,0.9710965082383406,2
805.,1.319468914507713,0.9723531817931953,2
805.,1.3404128655316452,0.9778062784134547,2
805.,1.3404128655316452,0.9788631222985282,2
805.,1.3404128655316452,0.9799199661836018,2
805.,1.3404128655316452,0.9809768100686754,2
805.,1.3613568165555772,0.9860144644696356,2
805.,1.3613568165555772,0.9868885604402834,2
805.,1.3613568165555772,0.9877626564109312,2
806.,1.319468914507713,0.9710965082383406,2
806.,1.319468914507713,0.9723531817931953,2
806.,1.319468914507713,0.9736098553480501,2
806.,1.3404128655316452,0.9788631222985282,2
806.,1.3404128655316452,0.9799199661836018,2
806.,1.3404128655316452,0.9809768100686754,2
806.,1.3404128655316452,0.9820336539537489,2
806.,1.3613568165555772,0.9868885604402834,2
806.,1.3613568165555772,0.9877626564109312,2
806.,1.3613568165555772,0.988636752381579,2
807.,1.319468914507713,0.9710965082383406,2
807.,1.319468914507713,0.9723531817931953,2
807.,1.319468914507713,0.9736098553480501,2
807.,1.319468914507713,0.9748665289029048,2
807.,1.3404128655316452,0.9788631222985282,2
807.,1.3404128655316452,0.9799199661836018,2
807.,1.3404128655316452,0.9809768100686754,2
807.,1.3404128655316452,0.9820336539537489,2
807.,1.3404128655316452,0.9830904978388226,2
807.,1.3613568165555772,0.9877626564109312,2
807.,1.3613568165555772,0.988636752381579,2
807.,1.3613568165555772,0.9895108483522268,2
808.,1.319468914507713,0.9710965082383406,2
808.,1.319468914507713,0.9723531817931953,2
808.,1.319468914507713,0.9736098553480501,2
808.,1.319468914507713,0.9748665289029048,2
808.,1.3404128655316452,0.9799199661836018,2
808.,1.3404128655316452,0.9809768100686754,2
808.,1.3404128655316452,0.9820336539537489,2
808.,1.3404128655316452,0.9830904978388226,2
808.,1.3613568165555772,0.988636752381579,2
808.,1.3613568165555772,0.9895108483522268,2
808.,1.3613568165555772,0.9903849443228745,2
809.,1.319468914507713,0.9723531817931953,2
809.,1.319468914507713,0.9736098553480501,2
809.,1.319468914507713,0.9748665289029048,2
809.,1.319468914507713,0.9761232024577596,2
809.,1.3404128655316452,0.9799199661836018,2
809.,1.3404128655316452,0.9809768100686754,2
809.,1.3404128655316452,0.9820336539537489,2
809.,1.3404128655316452,0.9830904978388226,2
809.,1.3404128655316452,0.9841473417238962,2
809.,1.3613568165555772,0.9895108483522268,2
809.,1.3613568165555772,0.9903849443228745,2
809.,1.3613568165555772,0.9912590402935223,2
810.,1.319468914507713,0.9723531817931953,2
810.,1.319468914507713,0.9736098553480501,2
810.,1.319468914507713,0.9748665289029048,2
810.,1.319468914507713,0.9761232024577596,2
810.,1.319468914507713,0.9773798760126143,2
810.,1.3404128655316452,0.9799199661836018,2
810.,1.3404128655316452,0.9809768100686754,2
810.,1.3404128655316452,0.9820336539537489,2
810.,1.3404128655316452,0.9830904978388226,2
810.,1.3404128655316452,0.9841473417238962,2
810.,1.3404128655316452,0.9852041856089697,2
810.,1.3613568165555772,0.9895108483522268,2
810.,1.3613568165555772,0.9903849443228745,2
810.,1.3613568165555772,0.9912590402935223,2
811.,1.319468914507713,0.9723531817931953,2
811.,1.319468914507713,0.9736098553480501,2
811.,1.319468914507713,0.9748665289029048,2
811.,1.319468914507713,0.9761232024577596,2
811.,1.319468914507713,0.9773798760126143,2
811.,1.3404128655316452,0.9809768100686754,2
811.,1.3404128655316452,0.9820336539537489,2
811.,1.3404128655316452,0.9830904978388226,2
811.,1.3404128655316452,0.9841473417238962,2
811.,1.3404128655316452,0.9852041856089697,2
811.,1.3613568165555772,0.9912590402935223,2
811.,1.3613568165555772,0.9921331362641701,2
812.,1.1309733552923256,0.9923861641972815,2
812.,1.2985249634837812,0.9661095614538455,2
812.,1.2985249634837812,0.9675830587819392,2
812.,1.319468914507713,0.9723531817931953,2
812.,1.319468914507713,0.9736098553480501,2
812.,1.319468914507713,0.9748665289029048,2
812.,1.319468914507713,0.9761232024577596,2
812.,1.319468914507713,0.9773798760126143,2
812.,1.319468914507713,0.9786365495674691,2
812.,1.3404128655316452,0.9809768100686754,2
812.,1.3404128655316452,0.9820336539537489,2
812.,1.3404128655316452,0.9830904978388226,2
812.,1.3404128655316452,0.9841473417238962,2
812.,1.3404128655316452,0.9852041856089697,2
812.,1.3404128655316452,0.9862610294940434,2
812.,1.3613568165555772,0.9912590402935223,2
812.,1.3613568165555772,0.9921331362641701,2
812.,1.3613568165555772,0.9930072322348178,2
813.,1.1309733552923256,0.9923861641972815,2
813.,1.2985249634837812,0.9646360641257519,2
813.,1.2985249634837812,0.9661095614538455,2
813.,1.2985249634837812,0.9675830587819392,2
813.,1.2985249634837812,0.9690565561100329,2
813.,1.319468914507713,0.9736098553480501,2
813.,1.319468914507713,0.9748665289029048,2
813.,1.319468914507713,0.9761232024577596,2
813.,1.319468914507713,0.9773798760126143,2
813.,1.319468914507713,0.9786365495674691,2
813.,1.319468914507713,0.9798932231223239,2
813.,1.3404128655316452,0.9820336539537489,2
813.,1.3404128655316452,0.9830904978388226,2
