Energia	Ang_TD	Pos_ini(y)	x0'
800.	1.0890854532444616	0.977240715846243	0.0008582704114180657
800.	1.0890854532444616	0.9817925726769944	0.000824558358081156
800.	1.1100294042683936	0.9582847040957652	0.0009459514070072634
800.	1.1100294042683936	0.9624562336861886	0.0009331744691235846
800.	1.1100294042683936	0.9666277632766122	0.0009169015459915908
800.	1.1100294042683936	0.9707992928670356	0.0008969423834259662
800.	1.1100294042683936	0.9749708224574591	0.0008730442034708996
800.	1.1309733552923256	0.9543169851836893	0.0009549886608682668
800.	1.1309733552923256	0.9581239030850486	0.0009463759977773046
800.	1.1309733552923256	0.9619308209864078	0.0009349728434817982
800.	1.1309733552923256	0.965737738887767	0.0009206755216053631
800.	1.1309733552923256	0.9695446567891262	0.0009033466279456202
800.	1.1519173063162573	0.9481272745855606	0.0009632184370682761
800.	1.1519173063162573	0.9515854562798565	0.0009594918671123626
800.	1.1519173063162573	0.9550436379741525	0.0009535563274555276
800.	1.1519173063162573	0.9585018196684485	0.0009453702146125249
800.	1.1519173063162573	0.9619600013627444	0.0009348744127185551
800.	1.1519173063162573	0.9654181830570403	0.000921990048511661
800.	1.1519173063162573	0.9688763647513363	0.0009066152954164932
800.	1.1728612573401895	0.9437414691437204	0.0009648058908778241
800.	1.1728612573401895	0.9468669430801804	0.0009640328448543737
800.	1.1728612573401895	0.9499924170166403	0.0009614810455539384
800.	1.1728612573401895	0.9531178909531003	0.0009571362683428593
800.	1.1728612573401895	0.9562433648895603	0.0009509739405778438
800.	1.1728612573401895	0.9593688388260202	0.0009429584314252889
800.	1.1728612573401895	0.9624943127624803	0.0009330419836926182
800.	1.1728612573401895	0.9656197866989402	0.0009211632099472125
800.	1.1728612573401895	0.9687452606354002	0.0009072450359844697
800.	1.1728612573401895	0.9718707345718602	0.0008911919181630304
800.	1.1938052083641213	0.9353943670171914	0.0009581530255764813
800.	1.1938052083641213	0.9382033075816613	0.0009618146669563814
800.	1.1938052083641213	0.9410122481461313	0.0009640297447055054
800.	1.1938052083641213	0.9438211887106012	0.0009648082238584102
800.	1.1938052083641213	0.9466301292750711	0.0009641535858301532
800.	1.1938052083641213	0.9494390698395411	0.0009620629066890204
